date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:59:36	31392/31392	---M--	200	added ('OK')	image/png	etag:%227aa0-64b2a1381ac58%22	http://103.158.133.62/assets/images/ruposhi-bangla.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/ruposhi-bangla.png	(from http://103.158.133.62/)
14:59:38	38904/38904	---M--	200	added ('OK')	image/png	etag:%2297f8-64b3d4a9296d6%22	http://103.158.133.62/assets/images/amar-bangla.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/amar-bangla.png	(from http://103.158.133.62/)
14:59:56	53185/53185	---M--	200	added ('OK')	image/png	etag:%22cfc1-64b2ab557ab3b%22	http://103.158.133.62/assets/images/goldmines-movies.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/goldmines-movies.png	(from http://103.158.133.62/)
15:00:00	12714/12714	---M--	200	added ('OK')	image/png	etag:%2231aa-64ac78828b74e%22	http://103.158.133.62/assets/images/sony-max.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/sony-max.png	(from http://103.158.133.62/)
15:00:02	83334/83334	---M--	200	added ('OK')	image/png	etag:%2214586-645e9ac040e99%22	http://103.158.133.62/assets/images/star-gold.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/star-gold.png	(from http://103.158.133.62/)
15:00:07	96218/96218	---M--	200	added ('OK')	image/png	etag:%22177da-645e9abeefffa%22	http://103.158.133.62/assets/images/sony-entertainment.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/sony-entertainment.png	(from http://103.158.133.62/)
15:00:19	57068/57068	---M--	200	added ('OK')	image/png	etag:%22deec-64ac77ddcb978%22	http://103.158.133.62/assets/images/sony-max2.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/sony-max2.png	(from http://103.158.133.62/)
15:00:35	45909/45909	---M--	200	added ('OK')	image/png	etag:%22b355-645e9ac2225b6%22	http://103.158.133.62/assets/images/zee-cinema.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/zee-cinema.png	(from http://103.158.133.62/)
15:00:35	56850/56850	---M--	200	added ('OK')	image/png	etag:%22de12-64b2a773c27dd%22	http://103.158.133.62/assets/images/goldmines.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/goldmines.png	(from http://103.158.133.62/)
15:00:54	27775/27775	---M--	200	added ('OK')	image/png	etag:%226c7f-64b2a6931ebf3%22	http://103.158.133.62/assets/images/joo-music.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/joo-music.png	(from http://103.158.133.62/)
15:00:57	19539/19539	---M--	200	added ('OK')	image/png	etag:%224c53-6471815bf9143%22	http://103.158.133.62/assets/images/zeetv.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/zeetv.png	(from http://103.158.133.62/)
15:00:59	55622/55622	---M--	200	added ('OK')	image/png	etag:%22d946-64ac79b3afcea%22	http://103.158.133.62/assets/images/arydigital.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/arydigital.png	(from http://103.158.133.62/)
15:01:07	61073/61073	---M--	200	added ('OK')	image/png	etag:%22ee91-64a501f673f0b%22	http://103.158.133.62/assets/images/zeeaction.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/zeeaction.png	(from http://103.158.133.62/)
15:01:07	110197/110197	---M--	200	added ('OK')	image/png	etag:%221ae75-645e9abf4fb3a%22	http://103.158.133.62/assets/images/sony-pix-hd.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/sony-pix-hd.png	(from http://103.158.133.62/)
15:01:37	7819/7819	---M--	200	added ('OK')	image/png	etag:%221e8b-64ac76fc1e065%22	http://103.158.133.62/assets/images/pictures-hd.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/pictures-hd.png	(from http://103.158.133.62/)
15:02:03	21708/21708	---M--	200	added ('OK')	image/png	etag:%2254cc-64ac7c6365cc1%22	http://103.158.133.62/assets/images/hum-tv.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/hum-tv.png	(from http://103.158.133.62/)
15:02:21	44157/44157	---M--	200	added ('OK')	image/png	etag:%22ac7d-64ac7d19a13c1%22	http://103.158.133.62/assets/images/hum-masala.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/hum-masala.png	(from http://103.158.133.62/)
15:02:55	39291/39291	---M--	200	added ('OK')	image/png	etag:%22997b-64ac7e1c117d4%22	http://103.158.133.62/assets/images/sony-sab.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/sony-sab.png	(from http://103.158.133.62/)
15:02:58	18948/18948	---M--	200	added ('OK')	image/png	etag:%224a04-64ac7f28f19f5%22	http://103.158.133.62/assets/images/zee-bollywood.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/zee-bollywood.png	(from http://103.158.133.62/)
15:03:07	28826/28826	---M--	200	added ('OK')	image/png	etag:%22709a-64ac805482362%22	http://103.158.133.62/assets/images/zee-cafe.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/zee-cafe.png	(from http://103.158.133.62/)
15:03:40	8199/8199	---M--	200	added ('OK')	image/png	etag:%222007-64adf505065be%22	http://103.158.133.62/assets/images/anmol-tv.png	C:/Users/USER/Downloads/aa/103.158.133.62/assets/images/anmol-tv.png	(from http://103.158.133.62/)
